title,brand,category,price,battery_life,build_quality,camera,connectivity,customer_service,delivery,design,performance,price_value,screen_display,software_app,sound_audio,total_mentions,overall_score
"Zalman ZM-MIC1 High Sensitivity Headphone Microphone with Mini Clip, Computer PC Streaming Gaming Mic, 3.5mm Jack",Zalman,All Electronics,8.37,,-0.333,,1.0,,,,,0.0,,-1.0,0.0,67,-0.067
ZOOM TELEPHONICS DOCSIS 3.0 5341-00-00J 343Mbps Cable Modem,Zoom,Computers,69.95,-1.0,,-1.0,-1.0,0.0,,-1.0,0.333,-1.0,,0.0,,66,-0.583
Canon EOS Rebel T3 Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (discontinued by manufacturer),Canon,Camera & Photo,225.0,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,66,1.0
Sony MDR-XB500 40mm XB Diaphragm Driver Extra Bass Headphones,Sony,Home Audio & Theater,448.89,,,,,,,,,1.0,,,1.0,66,1.0
Canon EOS Rebel T3 Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (discontinued by manufacturer),Canon,Camera & Photo,225.0,,1.0,0.0,,,,,0.0,,,1.0,,66,0.5
Jensen CD-490 Portable Sport Stereo CD Player with AM/FM Radio and Aux Line-in & Headphone Jack (Silver),Jensen,All Electronics,39.99,,-0.333,1.0,,,1.0,1.0,,0.5,,-1.0,0.0,66,0.31
Dell U2713HM 27-Inch Screen LED-lit Monitor (Discontinued by Manufacturer),Dell,Computers,150.0,,-1.0,-1.0,,1.0,,-1.0,-1.0,0.0,-0.333,-1.0,,66,-0.542
"Pyle 3D Surround Bluetooth Soundbar - Sound System Bass Speakers Compatible to TV, USB, SD, FM Radio with 3.5mm AUX Input , Remote Control, For Home Theater - PSBV200BT,Black",Pyle,Home Audio & Theater,84.99,,,,,-1.0,,,,,,,0.0,66,-0.5
ZOOM TELEPHONICS DOCSIS 3.0 5341-00-00J 343Mbps Cable Modem,Zoom,Computers,69.95,,-1.0,,0.0,1.0,,,,-1.0,,-1.0,,66,-0.4
Jensen CD-490 Portable Sport Stereo CD Player with AM/FM Radio and Aux Line-in & Headphone Jack (Silver),Jensen,All Electronics,39.99,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,66,-1.0
Sony MDR-XB500 40mm XB Diaphragm Driver Extra Bass Headphones,Sony,Home Audio & Theater,448.89,,-1.0,,,1.0,,-1.0,,-1.0,,,0.0,66,-0.4
SanDisk 32GB MicroSDHC Memory Card,SanDisk,Computers,9.81,1.0,-0.5,1.0,,,1.0,,,0.333,,1.0,,66,0.639
SanDisk 32GB MicroSDHC Memory Card,SanDisk,Computers,9.81,,0.667,0.0,,,,,1.0,1.0,,,,66,0.667
Dell U2713HM 27-Inch Screen LED-lit Monitor (Discontinued by Manufacturer),Dell,Computers,150.0,,,0.0,,,-1.0,-1.0,,-1.0,-1.0,-1.0,,66,-0.833
"Pyle 3D Surround Bluetooth Soundbar - Sound System Bass Speakers Compatible to TV, USB, SD, FM Radio with 3.5mm AUX Input , Remote Control, For Home Theater - PSBV200BT,Black",Pyle,Home Audio & Theater,84.99,,,,,,,,,1.0,,0.0,0.333,66,0.444
"Wasabi Power Battery for GoPro HERO3, HERO3+ and GoPro AHDBT-201, AHDBT-301, AHDBT-302 (1280mAh)",Wasabi Power,Camera & Photo,11.99,-0.4,0.0,-1.0,,-1.0,,0.0,-1.0,-0.5,,,,65,-0.557
"Wasabi Power Battery for GoPro HERO3, HERO3+ and GoPro AHDBT-201, AHDBT-301, AHDBT-302 (1280mAh)",Wasabi Power,Camera & Photo,11.99,1.0,,,,,,,,1.0,,,,65,1.0
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",Intel,Computers,213.0,,0.0,,,,,,0.5,1.0,-1.0,0.0,,65,0.1
Sony BDP-S580 Blu-ray Disc Player (Black),Sony,All Electronics,49.99,,-1.0,-1.0,1.0,,-1.0,1.0,1.0,-1.0,,0.333,1.0,65,0.037
VIZIO VSB200 Universal HD Sound Bar (Discontinued),VIZIO,Home Audio & Theater,178.4,,,,1.0,1.0,,,,,,1.0,1.0,65,1.0
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",Intel,Computers,213.0,-1.0,,,,,,,-0.333,1.0,,,,65,-0.111
"Kingston Digital USB 3.0 Super Speed Multi-Card Reader for SD/SDHC/SDXC/microSD/MS/Compact Flash CF Cards (FCR-HS4), White, Brushed Nickel",Kingston,Computers,28.11,,1.0,,1.0,1.0,,1.0,0.667,0.0,,0.333,,65,0.714
"Kingston Digital USB 3.0 Super Speed Multi-Card Reader for SD/SDHC/SDXC/microSD/MS/Compact Flash CF Cards (FCR-HS4), White, Brushed Nickel",Kingston,Computers,28.11,,1.0,1.0,0.0,,,1.0,0.4,0.0,,-0.5,,65,0.414
Sony BDP-S580 Blu-ray Disc Player (Black),Sony,All Electronics,49.99,1.0,,1.0,-0.333,,-1.0,,-1.0,,,-1.0,,65,-0.222
VIZIO VSB200 Universal HD Sound Bar (Discontinued),VIZIO,Home Audio & Theater,178.4,-1.0,,,,-1.0,-1.0,,,-1.0,,,-1.0,65,-1.0
FiiO E17 Alpen Portable Headphone Amplifier USB DAC,FiiO,Home Audio & Theater,88.95,0.0,0.333,,-1.0,-1.0,,0.0,,0.0,1.0,0.333,0.333,65,-0.0
"Anker 3.5mm Premium Auxiliary Audio Cable (4ft / 1.2m) AUX Cable for Headphones, iPods, iPhones, iPads, Home / Car Stereos and More (Black)",Anker,All Electronics,7.99,,1.0,,1.0,,,,,,,1.0,1.0,65,1.0
"Anker 3.5mm Premium Auxiliary Audio Cable (4ft / 1.2m) AUX Cable for Headphones, iPods, iPhones, iPads, Home / Car Stereos and More (Black)",Anker,All Electronics,7.99,,1.0,,1.0,-1.0,,,,1.0,,1.0,,65,0.6
Canon Speedlite 580EX II Flash for Canon EOS Digital SLR Cameras,Canon,Camera & Photo,95.0,,-1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,,-1.0,,65,-1.0
Kingston Technology 8GB Kit (2x4 GB Modules) 1066MHz DDR3 SODIMM Notebook Memory for Select Apple iMac's and Macbooks KTA-MB1066K2/8G,Kingston Technology,All Electronics,39.98,,0.0,-1.0,,1.0,1.0,0.0,0.6,0.333,,0.75,,65,0.335
Canon Speedlite 580EX II Flash for Canon EOS Digital SLR Cameras,Canon,Camera & Photo,95.0,,,1.0,,,,,1.0,1.0,,,,65,1.0
SilverStone Technology All Black Sleeved 1-to-2 Sleeved PWM Fan Splitter Cable (CPF01),SilverStone Technology,Computers,17.77,0.0,1.0,,0.333,,,1.0,1.0,1.0,,1.0,,64,0.762
Aiwa Exos-9 Portable Bluetooth Speaker,Aiwa,All Electronics,359.99,0.0,-1.0,1.0,0.0,-1.0,,,,-1.0,-1.0,-1.0,0.333,64,-0.407
"DTOL HDMI to VGA, Gold-Plated HDMI to VGA Adapter (Male to Female) for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black",DTOL,Computers,5.99,,-0.333,0.0,-1.0,,,,,-0.333,-1.0,,,64,-0.533
"YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance",YI,Camera & Photo,22.99,,0.0,-0.143,-1.0,-1.0,,,,-1.0,-1.0,0.333,,64,-0.544
Canon EF-S 10-22mm f/3.5-4.5 USM SLR Lens for EOS Digital SLRs,Canon,Camera & Photo,649.0,-1.0,-1.0,-1.0,,,-1.0,-1.0,1.0,-1.0,-1.0,-0.5,-1.0,64,-0.75
Canon EF-S 10-22mm f/3.5-4.5 USM SLR Lens for EOS Digital SLRs,Canon,Camera & Photo,649.0,,-1.0,-0.333,,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,,64,-0.917
TiVo Mini with IR Remote (Old Version),TiVo,All Electronics,144.99,0.5,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.75,,0.4,0.5,64,0.559
TiVo Mini with IR Remote (Old Version),TiVo,All Electronics,144.99,,,,,,1.0,1.0,,,,,,64,1.0
"DTOL HDMI to VGA, Gold-Plated HDMI to VGA Adapter (Male to Female) for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black",DTOL,Computers,5.99,1.0,-1.0,-1.0,-1.0,,-1.0,1.0,,-1.0,-1.0,1.0,,64,-0.333
SilverStone Technology All Black Sleeved 1-to-2 Sleeved PWM Fan Splitter Cable (CPF01),SilverStone Technology,Computers,17.77,,0.5,,0.0,,,-1.0,,0.0,,,,64,-0.125
Aiwa Exos-9 Portable Bluetooth Speaker,Aiwa,All Electronics,359.99,,,,,1.0,,,,,,,1.0,64,1.0
"Ubiquiti Networks Unifi 802.11ac Dual-Radio PRO Access Point (UAP-AC-PRO-US), Single,White",Ubiquiti Networks,Computers,134.0,-1.0,,-1.0,-0.333,,-1.0,,-1.0,,,-0.333,,64,-0.778
"YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance",YI,Camera & Photo,22.99,,1.0,1.0,-1.0,1.0,1.0,,,0.0,1.0,1.0,,64,0.625
Canon PowerShot SD800 IS 7.1MP Digital Elph Camera with 3.8x Wide Angle Image-Stabilized Optical Zoom (OLD MODEL),Canon,Camera & Photo,169.02,,,0.0,,,,1.0,-1.0,,,0.0,,64,0.0
Sony BDPS5200 3D Blu-ray Disc Player with Wi-Fi (2014 Model),Sony,All Electronics,64.98,,,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,,64,-0.222
Sony BDPS5200 3D Blu-ray Disc Player with Wi-Fi (2014 Model),Sony,All Electronics,64.98,,,,,,,,,,,1.0,,64,1.0
"Ubiquiti Networks Unifi 802.11ac Dual-Radio PRO Access Point (UAP-AC-PRO-US), Single,White",Ubiquiti Networks,Computers,134.0,,1.0,,0.0,,,,-1.0,-1.0,,0.0,,64,-0.2
"Science Purchase 78GOPRO33 Generic Accessory Kit for GoPro HERO3+, GoPro HERO3, GoPro HERO2 and GoPro HERO Cameras",SciencePurchase,Tools & Home Improvement,19.99,,0.333,-1.0,,,,-1.0,,0.333,,,,63,-0.334
Panasonic Cordless Telephone Battery (HHR-P104A),Panasonic,Office Products,17.85,0.143,1.0,1.0,,,0.0,1.0,,0.6,,0.333,,63,0.582
EVGA GeForce GTX 660 SUPERCLOCKED 2048MB GDDR5 DVI HDMI DP Graphics Card 02G-P4-2662-KR,EVGA,Computers,177.65,-1.0,-0.2,-1.0,-1.0,-1.0,,,-0.333,-1.0,-1.0,0.0,,63,-0.726
"Science Purchase 78GOPRO33 Generic Accessory Kit for GoPro HERO3+, GoPro HERO3, GoPro HERO2 and GoPro HERO Cameras",SciencePurchase,Tools & Home Improvement,19.99,,0.0,,,,,,,1.0,,1.0,,63,0.667
"VideoSecu Tilt TV Wall Mount Bracket for Most 37 to 75-Inch LCD LED Plasma Screen Display up to VESA 400X400 684X300 600x400mm with HDMI Cable, Bubble Level MP502B 3KR",VideoSecu,All Electronics,34.19,,-1.0,,1.0,,,1.0,1.0,1.0,,1.0,,63,0.667
"VideoSecu Tilt TV Wall Mount Bracket for Most 37 to 75-Inch LCD LED Plasma Screen Display up to VESA 400X400 684X300 600x400mm with HDMI Cable, Bubble Level MP502B 3KR",VideoSecu,All Electronics,34.19,,,,,,1.0,1.0,,1.0,-1.0,,,63,0.5
EVGA GeForce GTX 660 SUPERCLOCKED 2048MB GDDR5 DVI HDMI DP Graphics Card 02G-P4-2662-KR,EVGA,Computers,177.65,-1.0,,-1.0,,-1.0,1.0,1.0,0.333,-0.333,-1.0,-0.333,-1.0,63,-0.333
"Homegear 106"" 16:9 HD Electric Motorized Projector Screen + Remote",Homegear,Office Products,159.99,,-1.0,-1.0,,,-1.0,,-1.0,-1.0,-1.0,-1.0,,63,-1.0
"Homegear 106"" 16:9 HD Electric Motorized Projector Screen + Remote",Homegear,Office Products,159.99,,0.0,-1.0,-1.0,,,1.0,,-1.0,0.0,-1.0,,63,-0.429
Panasonic Cordless Telephone Battery (HHR-P104A),Panasonic,Office Products,17.85,-1.0,0.0,,,,-1.0,,,0.0,-1.0,-1.0,,63,-0.667
"Brother Genuine P-Touch, TZe-231 2 Pack Tape (TZE2312PK) ½”(0.47”) x 26.2 ft. (8m) 2-Pack Laminated P-Touch Tape, Black on White, Perfect for Indoor or Outdoor Use, Water Resistant, TZE2312PK, TZE231",Brother,Office Products,24.98,,1.0,,,,1.0,,,1.0,,1.0,,62,1.0
"Pioneer TS-G1620F 600 Watts Max Power 6-1/2"" 2-Way G-Series Coaxial Full Range Car Audio Stereo Speakers",PIONEER,Cell Phones & Accessories,34.95,,,,,,1.0,,1.0,1.0,,,1.0,62,1.0
"Brother Genuine P-Touch, TZe-231 2 Pack Tape (TZE2312PK) ½”(0.47”) x 26.2 ft. (8m) 2-Pack Laminated P-Touch Tape, Black on White, Perfect for Indoor or Outdoor Use, Water Resistant, TZE2312PK, TZE231",Brother,Office Products,24.98,,1.0,,,,1.0,-1.0,,0.6,,1.0,,62,0.52
Sony MDR-V150 Monitor Series Headphones,Sony,Home Audio & Theater,40.55,,-1.0,,,-1.0,,,,-1.0,,-0.5,-0.75,62,-0.85
D-Link Camera Video Recorder mydlink-Enabled (DNR-202L),D-Link,Camera & Photo,115.99,,,-0.333,,0.0,-1.0,,,,,-0.333,,62,-0.416
TP-Link 2-Port Gigabit Powerline ethernet Adapter Kit,TP-Link,Computers,69.99,-1.0,,,-1.0,-1.0,,,0.0,1.0,,-1.0,,62,-0.5
D-Link Camera Video Recorder mydlink-Enabled (DNR-202L),D-Link,Camera & Photo,115.99,,,1.0,,,,1.0,,,,-1.0,,62,0.333
Sony MDR-V150 Monitor Series Headphones,Sony,Home Audio & Theater,40.55,,0.0,,,,,1.0,,-0.333,,-1.0,-0.2,62,-0.107
TP-Link 2-Port Gigabit Powerline ethernet Adapter Kit,TP-Link,Computers,69.99,-1.0,-1.0,-1.0,-0.333,-1.0,-1.0,,-1.0,-1.0,,-1.0,,62,-0.926
"Mediabridge™ 12AWG 2-Conductor Speaker Wire (100 Feet, White) - 99.9% Oxygen Free Copper – ETL Listed & CL2 Rated for in-Wall Use (Part# SW-12X2-100-WH)",Mediabridge,All Electronics,81.84,,1.0,,,,,,,1.0,,,1.0,62,1.0
"Mediabridge™ 12AWG 2-Conductor Speaker Wire (100 Feet, White) - 99.9% Oxygen Free Copper – ETL Listed & CL2 Rated for in-Wall Use (Part# SW-12X2-100-WH)",Mediabridge,All Electronics,81.84,,1.0,,1.0,,1.0,1.0,1.0,,,0.75,0.6,62,0.907
"Pioneer TS-G1620F 600 Watts Max Power 6-1/2"" 2-Way G-Series Coaxial Full Range Car Audio Stereo Speakers",PIONEER,Cell Phones & Accessories,34.95,-1.0,1.0,,,,1.0,,,1.0,,,0.0,62,0.4
Nikon G ED-IF AF-S DX VR 2159 18-200mm f/3.5-5.6 Zoom Nikkor Lens for Nikon F White Box(Bulk Packaging) (New),Nikon,Camera & Photo,461.69,,,0.333,,-1.0,,,,-1.0,,,,61,-0.556
"OPPO BDP-83 Blu-ray Disc Player with SACD, DVD-Audio, and VRS Technology",OPPO Digital,All Electronics,591.21,,-1.0,,,,-1.0,,,-1.0,,,,61,-1.0
"Foscam HD 720P Outdoor WiFi Security Camera – Weatherproof IP66 Bullet / 1MP IP Wireless Surveillance Camera System with iOS/Android App, Night Vision up to 65ft, and More (FI9803P)",FOSCAM,Camera & Photo,94.99,,,1.0,,1.0,,,,,,,,61,1.0
"OPPO BDP-83 Blu-ray Disc Player with SACD, DVD-Audio, and VRS Technology",OPPO Digital,All Electronics,591.21,,-1.0,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,-1.0,61,-1.0
"LimoStudio, 700W Output Lighting Series, LMS103, Soft Continuous Lighting Kit for White and Black Umbrella Reflector with Accessory and Carry Bag",LS LIMO STUDIO LIMOSTUDIO,Camera & Photo,72.99,,-1.0,0.0,,,1.0,,,1.0,,1.0,,61,0.4
"Foscam HD 720P Outdoor WiFi Security Camera – Weatherproof IP66 Bullet / 1MP IP Wireless Surveillance Camera System with iOS/Android App, Night Vision up to 65ft, and More (FI9803P)",FOSCAM,Camera & Photo,94.99,-1.0,-1.0,-0.333,-1.0,-1.0,-1.0,-1.0,,0.0,-1.0,-1.0,-1.0,61,-0.848
Nikon G ED-IF AF-S DX VR 2159 18-200mm f/3.5-5.6 Zoom Nikkor Lens for Nikon F White Box(Bulk Packaging) (New),Nikon,Camera & Photo,461.69,,-0.5,-0.143,,,-1.0,-1.0,-1.0,,,-0.75,,61,-0.732
"LimoStudio, 700W Output Lighting Series, LMS103, Soft Continuous Lighting Kit for White and Black Umbrella Reflector with Accessory and Carry Bag",LS LIMO STUDIO LIMOSTUDIO,Camera & Photo,72.99,,0.0,0.0,,,1.0,-1.0,,1.0,,-1.0,,61,0.0
Cisco-Linksys E3000 Wireless-N Router,Linksys,All Electronics,165.8,,,,-1.0,-1.0,-1.0,,-1.0,,,-1.0,,61,-1.0
Sling Media Slingbox 350 (Old Version),Sling Media,All Electronics,29.0,,,,-1.0,,-1.0,,,,,-1.0,,61,-1.0
Sling Media Slingbox 350 (Old Version),Sling Media,All Electronics,29.0,0.5,0.0,1.0,0.0,-1.0,-0.167,-1.0,-0.333,-1.0,-1.0,-0.167,-1.0,61,-0.347
Bovee Tune2air WMA1000 - Wireless Bluetooth Music Interface Adapter for Car Audio Integration,Bovee,Cell Phones & Accessories,84.99,,-1.0,,0.333,1.0,,,,0.0,,0.0,,61,0.067
Bovee Tune2air WMA1000 - Wireless Bluetooth Music Interface Adapter for Car Audio Integration,Bovee,Cell Phones & Accessories,84.99,,,,-1.0,,,,,,,,,61,-1.0
Onkyo TX-NR717 7.2-Channel Network A/V Receiver (Discontinued by Manufacturer),Onkyo,Home Audio & Theater,759.0,,,,,,,,,1.0,,,1.0,61,1.0
Onkyo TX-NR717 7.2-Channel Network A/V Receiver (Discontinued by Manufacturer),Onkyo,Home Audio & Theater,759.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,61,-1.0
Cisco-Linksys E3000 Wireless-N Router,Linksys,All Electronics,165.8,-0.667,,-1.0,-0.5,-1.0,,-1.0,0.0,-1.0,-1.0,-0.667,,61,-0.759
Jabra Drive Bluetooth In-Car Speakerphone (U.S. Retail Packaging),Jabra,Cell Phones & Accessories,29.95,,-1.0,,,,-1.0,,-1.0,,,-1.0,-1.0,61,-1.0
Jabra Drive Bluetooth In-Car Speakerphone (U.S. Retail Packaging),Jabra,Cell Phones & Accessories,29.95,0.0,0.333,,1.0,,,1.0,,1.0,,0.333,-0.25,61,0.488
Midland 75-822 40 Channel CB-Way Radio,Midland,Home Audio & Theater,124.95,-1.0,-1.0,,1.0,,,1.0,,-1.0,-1.0,-0.333,-0.333,60,-0.333
"Sony RX100 20.2 MP Premium Compact Digital Camera w/ 1-inch sensor, 28-100mm ZEISS zoom lens, 3” LCD",Sony,Camera & Photo,359.95,,1.0,0.333,,,,,1.0,,,1.0,,60,0.833
Ubiquiti EdgeMax EdgeRouter Lite ERLite-3 512MB Memory 3 Ethernet Ports Router,Ubiquiti Networks,Computers,105.0,0.0,-1.0,,-1.0,0.0,-1.0,,0.0,-1.0,,0.2,,60,-0.475
Ubiquiti EdgeMax EdgeRouter Lite ERLite-3 512MB Memory 3 Ethernet Ports Router,Ubiquiti Networks,Computers,105.0,,,,-1.0,,,,,-1.0,,-0.333,,60,-0.778
Super Power Supply 3 x 9dbi 2.4GHz 5GHz Dual Band WiFi RP-SMA Antenna for Routers Asus RT-AC66U RT-N66U RT-N16 AC1750 D-Link DIR-655 DIR-665 N900 Buffalo WZR-HP-G450H Netgear Nighthawk R7000 Linksys,Super Power Supply,Computers,19.99,-1.0,,,-0.5,,,-1.0,,-1.0,,1.0,,60,-0.5
Super Power Supply 3 x 9dbi 2.4GHz 5GHz Dual Band WiFi RP-SMA Antenna for Routers Asus RT-AC66U RT-N66U RT-N16 AC1750 D-Link DIR-655 DIR-665 N900 Buffalo WZR-HP-G450H Netgear Nighthawk R7000 Linksys,Super Power Supply,Computers,19.99,-1.0,1.0,,-0.625,,-1.0,,-1.0,-1.0,,-0.75,,60,-0.625
"Sony RX100 20.2 MP Premium Compact Digital Camera w/ 1-inch sensor, 28-100mm ZEISS zoom lens, 3” LCD",Sony,Camera & Photo,359.95,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,60,1.0
Midland 75-822 40 Channel CB-Way Radio,Midland,Home Audio & Theater,124.95,1.0,,,,1.0,,1.0,-1.0,0.333,,1.0,,60,0.556
Crucial 4GB Kit (2GBx2) DDR2 800MHz (PC2-6400) CL6 SODIMM 200-Pin Notebook Memory Modules CT2KIT25664AC800,Crucial,All Electronics,28.99,0.0,,-1.0,,-1.0,1.0,,1.0,1.0,,-1.0,,60,0.0
"Panda 300Mbps Wireless N USB Adapter - Windows Vista/7/8/8.1/10, Mint, Ubuntu, Fedora, openSUSE, Centos, Lubuntu, Zorin, Kali Linux and Raspbian Wheezy",Panda Wireless,All Electronics,65.99,,,,-0.333,1.0,1.0,,1.0,1.0,,,,60,0.733
"Panda 300Mbps Wireless N USB Adapter - Windows Vista/7/8/8.1/10, Mint, Ubuntu, Fedora, openSUSE, Centos, Lubuntu, Zorin, Kali Linux and Raspbian Wheezy",Panda Wireless,All Electronics,65.99,,,,,0.0,0.333,,1.0,1.0,,-0.5,,60,0.367
Crucial 4GB Kit (2GBx2) DDR2 800MHz (PC2-6400) CL6 SODIMM 200-Pin Notebook Memory Modules CT2KIT25664AC800,Crucial,All Electronics,28.99,-1.0,-1.0,,,-1.0,-1.0,1.0,0.333,,,0.5,,60,-0.31
"AVerMedia EZMaker 7, USB Video Capture Card , Analog to Digital Recorder, RCA Composite, VHS to DVD, S-Video, Support Windows 11, Mac 10.11/10.12 (C039), Black,3.2 x 1.1 x 0.5 in (82 x 28.5 x 14 mm)",AVerMedia,Computers,35.88,,-1.0,-1.0,,,-1.0,-1.0,,-1.0,,-1.0,,60,-1.0
Samsung BD-P1600 1080p Blu-ray Disc Player (2009 Model),SAMSUNG,All Electronics,89.95,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,60,-1.0
Samsung BD-P1600 1080p Blu-ray Disc Player (2009 Model),SAMSUNG,All Electronics,89.95,-1.0,-1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,,-1.0,-1.0,60,-1.0
"AVerMedia EZMaker 7, USB Video Capture Card , Analog to Digital Recorder, RCA Composite, VHS to DVD, S-Video, Support Windows 11, Mac 10.11/10.12 (C039), Black,3.2 x 1.1 x 0.5 in (82 x 28.5 x 14 mm)",AVerMedia,Computers,35.88,,,-1.0,0.0,1.0,,1.0,-1.0,1.0,-1.0,-0.333,-1.0,60,-0.148
"ASUS RT-AC87U AC2400 Dual Band Gigabit WiFi Router, Aiprotection Lifetime Security by Trend Micro, Adaptive Qos, Parental Control",ASUS,Computers,119.97,,1.0,1.0,1.0,,0.0,,1.0,1.0,,-1.0,,59,0.571
NiteCore-D4+CAR-Adapter+BBOX-T Bundle Nitecore D4 Charger Integrated LCD Panel Display for Li-Ion Ni-MH Ni-Cd Batteries with EASTSHINE Car Adapter and EASTSHINE Battery Box,Nitecore,Home Audio & Theater,41.99,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,59,1.0
NiteCore-D4+CAR-Adapter+BBOX-T Bundle Nitecore D4 Charger Integrated LCD Panel Display for Li-Ion Ni-MH Ni-Cd Batteries with EASTSHINE Car Adapter and EASTSHINE Battery Box,Nitecore,Home Audio & Theater,41.99,0.0,,,,1.0,1.0,,,,,,,59,0.667
PowerDeWise Professional Grade Lavalier Clip On Microphone - Lav Mic for Camera Phone iPhone GoPro Video Recording ASMR - Small Noise Cancelling 3.5mm Tiny Shirt Microphone with Easy Clip On System,PowerDeWise,Musical Instruments,33.33,,0.0,1.0,0.0,-1.0,,,,0.0,,,0.333,59,0.055
Samsung Electronics 840 EVO-Series 1TB 2.5-Inch SATA III Single Unit Version Internal Solid State Drive MZ-7TE1T0BW,SAMSUNG,Computers,339.44,,,,,,,1.0,0.714,0.5,,0.0,,59,0.554
Samsung Electronics 840 EVO-Series 1TB 2.5-Inch SATA III Single Unit Version Internal Solid State Drive MZ-7TE1T0BW,SAMSUNG,Computers,339.44,,,-1.0,,-1.0,,,-1.0,,,-1.0,-1.0,59,-1.0
"NETGEAR WiFi Mesh Range Extender EX7000 - Coverage up to 2100 sq.ft. and 35 devices with AC1900 Dual Band Wireless Signal Booster & Repeater (up to 1900Mbps speed), plus Mesh Smart Roaming",NETGEAR,Computers,199.0,,,1.0,-0.25,-1.0,0.0,-1.0,-0.5,0.0,,-0.5,,59,-0.281
PowerDeWise Professional Grade Lavalier Clip On Microphone - Lav Mic for Camera Phone iPhone GoPro Video Recording ASMR - Small Noise Cancelling 3.5mm Tiny Shirt Microphone with Easy Clip On System,PowerDeWise,Musical Instruments,33.33,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,59,1.0
"NETGEAR WiFi Mesh Range Extender EX7000 - Coverage up to 2100 sq.ft. and 35 devices with AC1900 Dual Band Wireless Signal Booster & Repeater (up to 1900Mbps speed), plus Mesh Smart Roaming",NETGEAR,Computers,199.0,0.0,,,1.0,1.0,1.0,,1.0,,,,,59,0.8
"ASUS RT-AC87U AC2400 Dual Band Gigabit WiFi Router, Aiprotection Lifetime Security by Trend Micro, Adaptive Qos, Parental Control",ASUS,Computers,119.97,,,,1.0,-1.0,1.0,,1.0,,1.0,0.0,,59,0.5
"Linksys RE6700: AC1200 Amplify Cross-Band Wi-Fi Extender, Wireless Range Booster, Gigabit Ethernet Port, Spot-Finder Technology (White)",Linksys,Computers,65.95,,-1.0,,0.333,,,,0.0,,,,,59,-0.222
"EZM Deluxe Dual Monitor Mount Stand Free Standing with Grommet Mount Option up to 28""(002-0018)",EasyMountLCD,Office Products,54.95,,1.0,,,,,1.0,,,,,,59,1.0
"EZM Deluxe Dual Monitor Mount Stand Free Standing with Grommet Mount Option up to 28""(002-0018)",EasyMountLCD,Office Products,54.95,,0.0,,,1.0,,-0.333,,,1.0,0.0,,59,0.333
"Linksys RE6700: AC1200 Amplify Cross-Band Wi-Fi Extender, Wireless Range Booster, Gigabit Ethernet Port, Spot-Finder Technology (White)",Linksys,Computers,65.95,,,,1.0,1.0,,,1.0,,,,,59,1.0
NETGEAR Nighthawk Smart Wi-Fi Router (R7000) - AC1900 Wireless Speed (Up to 1900 Mbps) | Up to 1800 Sq Ft Coverage & 30 Devices | 4 x 1G Ethernet and 2 USB ports | Armor Security,NETGEAR,Computers,65.78,,,,-1.0,-1.0,,,,1.0,-1.0,-1.0,,58,-0.6
"Pix-Star 10.4 Inch Wi-Fi Cloud Digital Photo Frame FotoConnect XD with Email, Online Providers, iPhone & Android app, DLNA and Motion Sensor Black",Pix Star,Camera & Photo,239.95,,,0.333,,-1.0,,-1.0,,-1.0,1.0,-1.0,,58,-0.444
iKross 3.5mm Stereo Audio Headphone Male to Female Extension Cable - 6 Feet,iKross,Home Audio & Theater,8.49,,1.0,,1.0,,,1.0,,1.0,,,1.0,58,1.0
iKross 3.5mm Stereo Audio Headphone Male to Female Extension Cable - 6 Feet,iKross,Home Audio & Theater,8.49,,-1.0,,,,0.0,1.0,,0.0,,-1.0,-0.333,58,-0.222
